imdbID,Title,Plot,Genre1,Genre2,Genre3
tt0110877,Il Postino: The Postman,"Pablo Neruda, the famous Chilean poet, is exiled to a small island for political reasons. On the island, the unemployed son of a poor fisherman is hired as an extra postman due to the huge increase in mail that this causes. Il Postino is to hand-deliver the celebrity's mail to him. Though poorly educated, the postman learns to love poetry and eventually befriends Neruda. Struggling to grow and express himself more fully, he suddenly falls in love and needs Neruda's help and guidance more than ever.",Biography, Comedy, Drama
tt0112714,The Confessional,"The year is 1952, in Quebec City. Rachel, 16, unmarried, and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the ...",Drama, Mystery, Thriller
tt0113419,The Indian in the Cupboard,On his ninth birthday a boy receives many presents. Two of them first seem to be less important: an old cupboard from his brother and a little Indian figure made of plastic from his best friend. But these two presents turn out to be much more magic than the rest...,Drama, Family, Fantasy
tt0116260,Eye for an Eye,"Karen McCann's eldest daughter is raped and murdered whilst on the phone with her. When the case against Robert Doob, the perpetrator, is dismissed because of a technicality, she starts following him and sees how he checks out his next victim, a woman he delivers groceries to. She tells the police, but is only warned she must stop following Doob. When she tries to warn the woman, she is shooed out of the house. Doob, having found out that Karen is following him, threatens to do something to her youngest daughter. She then seeks help from a group of vigilantes connected to a support group, in order to shoot Doob. However, a friend from the support group turns out to be an FBI agent investigating the very vigilante activity Karen is involved in and warns her that she will go to jail for the rest of her life unless it is self-defense. In the meantime, tension grows between Karen and her husband Mack, because he finds out she has secretly been taking self-defense classes and has been learning how to use a gun. When Doob makes another victim and is again released for lack of evidence, she finds a way to lure him into her house and kill him in self-defense.",Crime, Drama, Thriller
tt0113862,Mr. Holland's Opus,A frustrated composer finds fulfillment as a high school music teacher.,Drama, Music,
tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"""Don't Be a Menace to South Central While Drinking your Juice in the Hood"" is a parody of several U.S. films about being in the 'Hood', for instance ""Boyz n the Hood"", ""South Central"", ""Menace II Society"", ""Higher Learning"" and ""Juice"". We follow Ashtray as he returns to the place he grew up in and meet his father and his basket-case friends. Crazy stuff happens. For example, Ashtray is older than his father and his best friend Loc Dog's grandmother is a trigger-happy old lady who blames her eccentric-looking kid for not being tough enough.",Comedy, Crime,
tt0118002,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that _last_ job, which involves stealing a valuable painting. ...",Comedy, Crime, Romance
tt0115683,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends could care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakingly become part of the project themselves. The two must then learn how to protect the Earth and help the scientists complete their mission.",Comedy,,
tt0116839,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",Action, Sci-Fi, Thriller
tt0113149,French Twist,"Laurent is the local estate agent, a job that offers easy opportunties for his womanising. His wife beautiful wife Loli looks after his home and two children unaware of his many affairs. However, their world is turned upside down by the arrival of Marijo, an itinerant lesbian whose minivan breaks down nearby. The neglected Loli is drawn to the sensitive Marijo and when she learns of Laurent's infidelities, invites Marijo to move in with them. The arrangement takes an emotional toll on each of them, exacerbated by the arrival of a figure from Marijo's past. As they struggle with the situation and each other, all of their lives are changed forever.",Comedy,,
tt0113118,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and looking for something to do. Encounters with neighbors and other friends over the course of the day and night, and their ensuing antics, make up the rest of the movie.",Comedy, Drama,
tt0116367,From Dusk Till Dawn,"After a bank heist in Abilene with several casualties, the bank robber Seth Gecko and his psychopath and rapist brother Richard Gecko continue their crime spree in a convenience store in the middle of the desert while heading to Mexico with a hostage. They decide to stop for a while in a low-budget motel. Meanwhile the former minister Jacob Fuller is traveling on vacation with his son Scott and his daughter Kate in a RV. Jacob lost his faith after the death of his beloved wife in a car accident and quit his position of pastor of his community and stops for the night in the same motel Seth and Richard are lodged. When Seth sees the recreational vehicle, he abducts Jacob and his family to help his brother and him to cross the Mexico border, promising to release them on the next morning. They head to the truck drivers and bikers bar Titty Twister where Seth will meet with his partner Carlos in the dawn. When they are watching the dancer Santanico Pandemonium, Seth and Richard fight with three bodyguards. But soon they discover that the bar is a coven of vampires and they need to fight until dawn to leave the place alive.",Action, Crime, Horror
tt0113010,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",Action, Crime, Romance
tt0113537,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",Comedy, Drama, Romance
tt0113828,Les Misérables,"Henri Fortin is poor and iliterate former boxer. Ziman is rich Jewish lawyer from Paris. During WWII they meet when Fortin agrees to drive Ziman's family to Switzerland. Intrigued by Victor Hugo's novel ""Les Miserables"", Fortin asks the Zimans to read that book to him during the travel. Before the end of movie every main character would see his character in situations similar to those in Hugo's novel.",Drama, History,
tt0115644,Bed of Roses,"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.",Romance, Drama,
tt0114367,Screamers,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms But man's greatest weapon has continued to evolve without any human guidance, and now it has devised a new mission: to obliterate all life. Col. Hendricksson (Peter Weller) is commander of a handful of Alliance soldiers still alive on Sirius 6B. Betrayed by his own political leaders and disgusted by the atrocities of this never-ending war, Hendricksson decides he must negotiate a separate peace with the New Economic Bloc's decimated forces. But to do so, he will have to cross a treacherous wasteland where the deadliest threat comes from the very weapons he helped to create.",Sci-Fi, Thriller,
tt0113973,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item,...",Documentary, Biography, Music
tt0112744,The Crossing Guard,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiralling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At the end of the week, both men will find themselves on a collision course with each other.",Drama, Thriller,
tt0116731,The Juror,"When Annie Laird is selected as a juror in a big Mafia trial, she is forced by someone known as ""The Teacher"" to persuade the other jurors to vote ""not guilty"". He threatens to kill her son if she doesn't commit. When the trial is over, he can't let her go...",Drama, Thriller,
tt0112445,The White Balloon,"Razieh wants a fat goldfish for the Iranian New Years celebration instead of the skinny ones in her family's pond at home, because the fat fish looks like it's dancing when it swims. After many attempts she and her brother convince their mother to give them her last bit of money. Between their home and the fish store, Razieh loses the money.. She finds it, but it is temptingly just out of her reach.",Drama, Family,
tt0114660,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,Crime, Drama,
tt0112379,Antonia's Line,"In an anonymous Dutch village, a sturdy, strong-willed matriarch looks back upon her life, the generations of family and friends gathered around her table, and ponders the cyclical nature of time.",Comedy, Drama,
tt0114039,Once Upon a Time... When We Were Colored,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,Drama, Romance,
tt0113612,Last Summer in the Hamptons,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",Comedy, Drama,
tt0112365,Angels and Insects,"The movie is a study of a family of country gentry in Victorian England. William Adamson, a young scientist, is introduced into the Alabaster family by Reverend Mr Alabaster who is also fascinated by insects. William marries the older daughter of the family and studies the amounts of insects in the garden of the villa. His - for the gentry - strange behaviors reveal at the same time their own failures and passions.",Drama, Romance,
tt0118158,White Squall,"A true story about a group of American teenage boys who crew a school sailing ship to gain experience, discipline, or whatever their parents feel they lack. The voyage is a true adventure for them all but it has its downs as well as ups.",Adventure, Drama,
tt0116151,Dunston Checks In,A young boy befriends a larcenous orangutan in a luxury hotel.,Comedy, Adventure, Family
tt0115697,Black Sheep,"Comedy about the prospective Washington State Governor Al Donnelly whose only stumbling block on the road to power is his embarrassing younger brother Mike. To keep him out of mischief, Al forces one of his aides, Steve Dodds to keep an eye on him during the election. However, this is easier said than done...",Comedy,,
tt0113972,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones. Pretending to be cops, Smith and Jones kidnap Lynn and confront Gene with a simple choice -- kill California governor Eleanor Grant in 90 minutes or less, or Lynn will die. Watson is given a gun, six bullets, and a name tag, and he is told to go to the Westin Bonaventure Hotel and kill Eleanor, who is giving an afternoon speech. While Jones is watching Lynn in a van, Smith watches Watson in order to prevent Watson from alerting the authorities. Watson must quickly find some way to get himself and Lynn out of this seemingly impossible situation.",Action, Crime, Drama
tt0117002,Mary Reilly,"We are somewhere in England in the 19th century. A Pretty housemaid works in a nice house, which is Dr. Jekyll's house. Mary Reilly think she found her best job, because she is poor and the doctor is well-known and rich. The film tells the 'Dr. Jekyll and Mr. Hyde' story as a woman sees the two men, one of them is good and the other is evil. And she loves them ...",Drama, Horror, Romance
tt0114825,Vampire in Brooklyn,"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a woman who had a vampire father, and he searches for her in Brooklyn. Rita's mother, who has died in an asylum, was that woman and Rita has nightmares that she does not understand. Not knowing that she is part vampire, Max woos her and attempts to bring her to her blood sucking destiny. Even though Rita has strange dreams and actions, Justice, her partner, has feelings for her and does not want her involved with this stranger Max. But it is Rita who must decide her destiny.",Comedy, Fantasy, Horror
